Genome ID	MC	previous MC used in Coral project	Ecosystem	name	contig number(NGS or nanopore	published	Collaborator	# contigs (NGS)	Completeness	Contamination	algae	Host	niche
GNM013035055	MC11s3		brown algae	HKCCA5932	18.0	LuoLab	Chu Xiao	18.0	99.1446426013465	1.987674026780172			submerged
GNM526588001623	MC209		bare flat	HKCCSP348	17.0		Ren Minglei	17.0	99.23775247099267	2.0475303715527184			intertidal
GNM526588001091	MC11s3		mangrove	HKCCE3961	10.0		Zhou Zhichao	10.0	99.1446426013465	1.5686796133723508			intertidal
GNM013032845	MC11s3		brown algae	HKCCA0519	10.0	LuoLab	Chu Xiao	10.0	99.1446426013465	1.7083444178416245			submerged
GNM4295	MC11s3	MC11	coral	HKCCD6598	9.0	LuoLab	Luo Danli	9.0	99.23775247099267	1.8573202092755163			
GNM4648	MC11s3	MC11	coral	HKCCD6598-2	13.0	LuoLab	Luo Danli	13.0	99.23775247099267	1.8573202092755163			
GNM3541	MC11s3	MC11	coral	HKCCD6425	15.0	LuoLab	Luo Danli	15.0	99.22611373728692	1.7083444178416245			
CG8	MC11s3	MC11	coral	CG8	14.0		Luo Danli	14.0	99.22611373728692	1.7083444178416245			
BC6	MC123	MC123	coral	4	15.0		Xie Mei	15.0	99.23775247099267	1.848009222310898			
GNM526588002948	MC179		bare flat	SZCCDBB019	27.0		Lin Xingqin	27.0	99.1446426013465	2.596556144042178			intertidal
GNM526588002947	MC179		bare flat	SZCCDBB018	25.0		Lin Xingqin	25.0	99.1446426013465	2.596556144042178			intertidal
CH5	MC11s3	MC11	coral	M5-22	14.0		Xie Mei	14.0	99.23775247099267	1.5686796133723508			
GNM013035165	MC11s3		brown algae	HKCCA5725	14.0	LuoLab	Chu Xiao	14.0	99.23775247099267	1.7083444178416245			submerged
GNM526588001485	MC11s3		bare flat	HKCCSP256	15.0		Ren Minglei	15.0	99.09829927986353	2.007626141704354			intertidal
GNM013035265	MC170		brown algae	HKCCA4685	4.0	LuoLab	Chu Xiao	4.0	99.23775247099267	1.5686796133723508			submerged
GNM013035145	MC170		brown algae	HKCCA5708	7.0	LuoLab	Chu Xiao	7.0	99.23775247099267	1.5901665063676238			submerged
CF2	MC58	MC58	coral	CF2	11.0		Luo Danli	11.0	99.27266867211002	1.7548993526647156			
GNM6456	MC58	MC58	coral	HKCCD8343	11.0	LuoLab	Luo Danli	11.0	99.27266867211002	1.5686796133723508			
GNM013035305	MC210		brown algae	HKCCA4775	22.0	LuoLab	Chu Xiao	22.0	99.1446426013465	2.217123348408265			submerged
GNM6453	MC99	MC99	coral	HKCCD9190	14.0	LuoLab	Luo Danli	14.0	99.23775247099267	1.5686796133723508			
BJ5	MC14	MC14	coral	M3-124	24.0		Xie Mei	24.0	99.1446426013465	2.217123348408265			
GNM3527	MC14	MC14	coral	HKCCD6232	10.0	LuoLab	Luo Danli	10.0	99.1446426013465	2.217123348408265			
BJ4	MC14	MC14	coral	M3-120	14.0		Xie Mei	14.0	99.1446426013465	2.2570275782566287			
BJ3	MC14	MC14	coral	M3-116	2.0		Xie Mei	450.0	99.17955880246382	6.481201914162807			
GNM526588001047	MC14		mangrove	HKCCE3875	10.0		Zhou Zhichao	10.0	99.21447500358114	2.2570275782566287			intertidal
GNM4290	MC14	MC14	coral	HKCCD6276	21.0		Luo Danli	21.0	99.1446426013465	2.384721113771393			
BB9	MC14	MC14	coral	M5-2	11.0		Xie Mei	11.0	99.1446426013465	2.384721113771393			
GNM4631	MC14	MC14	coral	HKCCD6120	12.0	LuoLab	Luo Danli	12.0	99.1446426013465	2.384721113771393			
GNM526588001530	MC14		bare flat	HKCCSP318	22.0		Ren Minglei	22.0	99.0887766795588	2.496452957346812			intertidal
GNM526588001482	MC201		bare flat	HKCCSP250	14.0		Ren Minglei	14.0	99.1446426013465	2.217123348408265			intertidal
GNM526588001494	MC188		bare flat	HKCCSP287	14.0		Ren Minglei	14.0	99.23775247099267	9.735636027535469			intertidal
FO11	MC219		mussel	TS-3	8.0		Xie Mei	8.0	99.1446426013465	1.764210339629334			subtidal
GNM526588001501	MC180		bare flat	HKCCSP300	18.0		Ren Minglei	18.0	99.1446426013465	2.175223907067483			intertidal
GNM526588003300	MC92		Spartina	SAZA006	18.0		Song Zenglei	18.0	99.07481019911188	1.9178416245455352			intertidal
GNM900185035	MC92	MC92	coral	Ruegeria arenilitoris CECT 8715	11.0	Others	-	11.0	99.07481019911188	2.1971712334840827			
GNM526588003299	MC92		Spartina	CRTD044	20.0		Song Zenglei	20.0	99.1446426013465	2.1971712334840827			intertidal
GNM526588000027	MC219		coral	1A07694	34.0		Shao Zongze	34.0	98.48323696787384	2.020262481156336			
GNM526588001105	MC202		mangrove	HKCCE4067	9.0		Zhou Zhichao	9.0	99.1446426013465	2.187195176021992			intertidal
FP1	MC189		mussel	TS-6	18.0		Xie Mei	18.0	99.1446426013465	2.356788152877538			subtidal
GNM526588001055	MC189		mangrove	HKCCE4083	8.0		Zhou Zhichao	8.0	99.1446426013465	2.380065620289084			intertidal
GNM013035065	MC187		brown algae	HKCCA5930	7.0	LuoLab	Chu Xiao	7.0	99.1446426013465	1.8619757027578256			submerged
GNM526588003401	MC158		bare flat	SZCCBHC037	11.0		Huang Yanyan	11.0	98.80944707062028	0.3923915935089119			intertidal
GNM526588001596	MC158		bare flat	HKCCSP331	23.0		Ren Minglei	23.0	98.5859833834694	1.01755786113328			intertidal
GNM526588003391	MC158		bare flat	SZCCBHB172	14.0		Huang Yanyan	14.0	98.30665377453086	1.100026602819899			intertidal
GNM526588001626	MC158		bare flat	HKCCSP354	39.0		Ren Minglei	39.0	98.18095545050852	1.6926044160681033			intertidal
GNM526588001625	MC158		bare flat	HKCCSP353	31.0		Ren Minglei	31.0	98.18095545050852	1.6926044160681033			intertidal
GNM526588001050	MC158		mangrove	HKCCE3923	25.0		Zhou Zhichao	25.0	98.18095545050852	1.8903349908936504			intertidal
GNM526588003383	MC158		bare flat	SZCCBHB059	25.0		Huang Yanyan	25.0	98.51615098123476	2.4434690077148176			intertidal
GNM526588003384	MC158		bare flat	SZCCBHB062	27.0		Huang Yanyan	27.0	98.48821802034092	2.387603085927108			intertidal
GNM526588003385	MC158		bare flat	SZCCBHB063	24.0		Huang Yanyan	24.0	98.46028505944707	2.387603085927108			intertidal
GNM526588003394	MC158		bare flat	SZCCBHB203	22.0		Huang Yanyan	22.0	98.46028505944707	2.4434690077148176			intertidal
GNM526588003388	MC158		bare flat	SZCCBHB116	25.0		Huang Yanyan	25.0	98.51615098123476	2.1641393987762703			intertidal
GNM526588003393	MC158		bare flat	SZCCBHB199	21.0		Huang Yanyan	21.0	98.46028505944707	0.9510508113860068			intertidal
GNM526588003375	MC158		bare flat	SZCCBHA191	22.0		Huang Yanyan	22.0	98.46028505944707	0.8424226301321273			intertidal
GNM526588003418	MC158		bare flat	SZCCBHC224	25.0		Huang Yanyan	25.0	98.51615098123476	2.5801340186815045			intertidal
GNM526588003402	MC158		bare flat	SZCCBHC043	18.0		Huang Yanyan	18.0	98.51615098123476	2.463421122639			intertidal
GNM526588003360	MC158		bare flat	SZCCBHA053	17.0		Huang Yanyan	17.0	98.23682137229622	0.7275871242351689			intertidal
GNM526588003421	MC158		bare flat	SZCCBHC276	19.0		Huang Yanyan	19.0	98.14371150265004	1.4658153764299018			intertidal
GNM526588003398	MC158		bare flat	SZCCBHC026	29.0		Huang Yanyan	29.0	98.86531299240796	1.0907156158552809			intertidal
GNM900129345	MC110	MC110	coral	Ruegeria intermedia DSM 29341	86.0	Others	-	86.0	98.1111230482739	2.6469805799414736			
GNM000161775	MC47	MC47	coral	Ruegeria lacuscaerulensis ITI-1157	2.0	Others	-	2.0	99.20283626987538	0.6018888002128225			
GNM900141625	MC47	MC47	coral	Ruegeria lacuscaerulensis DSM 11314	19.0	Others	-	19.0	99.34250107434464	0.8812184091513701			
AJ3	MC10	MC10	coral	M8-22	203.0		Xie Mei	203.0	97.48084085374587	4.878053355706987			
AI9	MC10	MC10	coral	M2-60	215.0		Xie Mei	215.0	97.48084085374587	4.878053355706987			
AI7	MC10	MC10	coral	M2-40	207.0		Xie Mei	207.0	97.48084085374587	4.878053355706987			
A11	MC10	MC10	coral	M2-43	215.0		Xie Mei	215.0	97.48084085374587	4.784943486060805			
AI4	MC10	MC10	coral	M2-31	209.0		Xie Mei	209.0	97.48084085374587	4.878053355706987			
AC4	MC10	MC10	coral	M10-31	209.0		Xie Mei	209.0	97.48084085374587	4.878053355706987			
AC1	MC10	MC10	coral	M10-25	204.0		Xie Mei	204.0	97.48084085374587	4.878053355706987			
AI5	MC10	MC10	coral	M2-35	206.0		Xie Mei	206.0	97.48084085374587	4.878053355706987			
CH1	MC10	MC10	coral	M7-70	201.0		Xie Mei	201.0	97.48084085374587	4.878053355706987			
AB2	MC10	MC10	coral	M2-65	203.0		Xie Mei	203.0	97.48084085374587	4.878053355706987			
AI6	MC10	MC10	coral	M2-36	202.0		Xie Mei	202.0	97.48084085374587	4.878053355706987			
AA11	MC10	MC10	coral	M2-55	200.0		Xie Mei	200.0	97.20151124480734	5.017718160176261			
AJ5	MC10	MC10	coral	M10-20	204.0		Xie Mei	204.0	97.20151124480734	4.878053355706987			
BJ12	MC10	MC10	coral	M10-21	199.0		Xie Mei	199.0	97.48084085374587	4.878053355706987			
E11	MC10	MC10	coral	M10-16	203.0		Xie Mei	203.0	97.48084085374587	4.878053355706987			
A7	MC10	MC10	coral	M2-33	216.0		Xie Mei	216.0	97.48084085374587	4.691833616414622			
AI8	MC10	MC10	coral	M2-46	205.0		Xie Mei	205.0	97.48084085374587	5.017718160176261			
B5	MC10	MC10	coral	M2-59	196.0		Xie Mei	196.0	97.48084085374587	4.878053355706987			
B3	MC10	MC10	coral	M2-51	196.0		Xie Mei	196.0	97.48084085374587	4.878053355706987			
AC3	MC10	MC10	coral	M10-30	209.0		Xie Mei	209.0	97.48084085374587	4.878053355706987			
AB3	MC10	MC10	coral	M2-67	211.0		Xie Mei	211.0	97.48084085374587	4.947885757941624			
B1	MC10	MC10	coral	M2-49	3.0		Xie Mei	200.0	97.48084085374587	4.878053355706987			
F1	MC10	MC10	coral	M10-19	205.0		Xie Mei	205.0	97.20151124480734	4.878053355706987			
E10	MC10	MC10	coral	M10-14	213.0		Xie Mei	213.0	97.48084085374587	4.784943486060805			
GNM3478	MC10	MC10	coral	HKCCD4060	91.0	LuoLab	Luo Danli	91.0	97.89983526715368	6.673760751973043			
GNM3486	MC10	MC10	coral	HKCCD4062	85.0		Luo Danli	85.0	97.89983526715368	6.673760751973043			
GNM3499	MC10	MC10	coral	HKCCD4065	79.0	LuoLab	Luo Danli	79.0	97.89983526715368	6.673760751973043			
F6	MC10	MC10	coral	M11-15	6.0		Xie Mei	200.0	96.70845216236278	5.742058175512004			
B4	MC10	MC10	coral	M2-58	5.0		Xie Mei	493.0	95.65153421996996	5.6300524793788025			
B2	MC10	MC10	coral	M2-50	6.0		Xie Mei	207.0	95.65866551201746	5.613621325911829			
E12	MC10	MC10	coral	M10-17	6.0		Xie Mei	203.0	97.25737716659503	5.390157638760991			
E4	MC10	MC10	coral	M8-44	6.0		Xie Mei	249.0	95.8163980650014	5.421650682906023			
D9	MC10	MC10	coral	M7-42	5.0		Xie Mei	195.0	95.81826537832124	5.6927647151110845			
F7	MC10	MC10	coral	M11-19	4.0		Xie Mei	209.0	97.48084085374587	4.342671605241438			
B7	MC10	MC10	coral	M2-61	6.0		Xie Mei	271.0	95.7016664279234	5.3203252365263545			
E9	MC10	MC10	coral	M10-13	6.0		Xie Mei	250.0	96.39788439369444	5.473956521442555			
AC11	MC10	MC10	coral	M11-26	7.0		Xie Mei	205.0	97.48084085374587	5.878984454403449			
AJ9	MC10	MC10	coral	M11-21	8.0		Xie Mei	211.0	97.48084085374587	4.878053355706987			
AB1	MC10	MC10	coral	M2-64	4.0		Xie Mei	204.0	97.48084085374587	4.878053355706987			
AA12	MC10	MC10	coral	M2-57	6.0		Xie Mei	222.0	97.48084085374587	5.157382964645534			
AJ1	MC10	MC10	coral	M7-41	10.0		Xie Mei	209.0	97.4554472529333	5.413435106172537			
GNM3483	MC10	MC10	coral	HKCCD4061	93.0	LuoLab	Luo Danli	93.0	97.89983526715368	6.74359315420768			
AJ12	MC46	MC46	coral	S4-62	2.0		Xie Mei	207.0	98.40030081650194	5.648631319022381			
AK1	MC46	MC46	coral	S4-53	2.0		Xie Mei	40.0	98.40030081650194	5.315908486299548			
BA10	MC2s2	MC2	coral	M3-158	41.0		Xie Mei	41.0	98.42125053717233	2.0459614873022693			
BB10	MC2s2	MC2	coral	M5-4	6.0		Xie Mei	2627.0	75.42698050297457	4.467109550908433			
BD3	MC2s1	MC2	coral	M7-59	30.0		Xie Mei	30.0	98.3260245341251	3.0329261055518044			
BD7	MC2s1	MC2	coral	M10-69	28.0		Xie Mei	28.0	98.3514181349377	3.0329261055518044			
CI9	MC2s1	MC2	coral	M7-32	34.0		Xie Mei	34.0	98.3260245341251	3.0329261055518044			
BD9	MC2s1	MC2	coral	M11-6	28.0		Xie Mei	28.0	98.3514181349377	3.0329261055518044			
BC5	MC2s1	MC2	coral	M11-68	18.0		Xie Mei	18.0	97.2340996991835	1.999406552479178			
BC12	MC2s1	MC2	coral	M7-33	28.0		Xie Mei	28.0	98.3260245341251	3.0329261055518044			
BD6	MC2s1	MC2	coral	M10-3	38.0		Xie Mei	38.0	98.3514181349377	3.0329261055518044			
BD5	MC2s1	MC2	coral	M8-127	31.0		Xie Mei	31.0	98.3514181349377	3.0329261055518044			
BC4	MC2s1	MC2	coral	M11-55	30.0		Xie Mei	30.0	98.3514181349377	3.0329261055518044			
BD2	MC2s1	MC2	coral	M7-39	31.0		Xie Mei	31.0	98.3260245341251	3.0329261055518044			
AI1	MC2s1	MC2	coral	M2-45	81.0		Xie Mei	81.0	98.3514181349377	3.126035975197986			
BD1	MC2s1	MC2	coral	M7-34	30.0		Xie Mei	30.0	98.3514181349377	3.0329261055518044			
CH9	MC2s1	MC2	coral	M10-32	37.0		Xie Mei	37.0	98.3260245341251	3.0329261055518044			
BD4	MC2s1	MC2	coral	M7-85	29.0		Xie Mei	29.0	98.3260245341251	3.0329261055518044			
BD8	MC2s1	MC2	coral	M11-5	28.0		Xie Mei	28.0	98.3514181349377	3.0329261055518044			
BA8	MC2s1	MC2	coral	M11-8	29.0		Xie Mei	29.0	98.3260245341251	3.0329261055518044			
GNM013033245	MC2s1		brown algae	HKCCA0214	27.0	LuoLab	Chu Xiao	27.0	98.3260245341251	3.0329261055518044			submerged
CJ9	MC2s1	MC2	coral	F1M-23	29.0		Xie Mei	29.0	98.29555221315	2.883950314117912			
CJ7	MC2s1	MC2	coral	F1M-11	43.0		Xie Mei	43.0	98.29555221315	2.883950314117912			
BA12	MC2s1	MC2	coral	M4-4	29.0		Xie Mei	29.0	98.42125053717233	2.883950314117912			
BB1	MC2s1	MC2	coral	M4-10	26.0		Xie Mei	26.0	98.3260245341251	3.1632799230564594			
BH4	MC2s1	MC2	coral	A94	27.0		Xie Mei	27.0	98.30063093331248	2.883950314117912			
BH6	MC2s1	MC2	coral	A100	20.0		Xie Mei	20.0	97.7419717154354	2.129760369983833			
BH3	MC2s1	MC2	coral	A93	26.0		Xie Mei	26.0	98.30063093331248	2.828084392330202			
BH2	MC2s1	MC2	coral	A92	20.0		Xie Mei	20.0	98.30063093331248	2.828084392330202			
BH1	MC2s1	MC2	coral	A91	21.0		Xie Mei	21.0	98.30063093331248	2.828084392330202			
BH5	MC2s1	MC2	coral	A97	27.0		Xie Mei	27.0	98.30063093331248	2.828084392330202			
GNM020524825	MC2s1		Spartina	DP6N0-3  	19.0	Others	-	19.0	98.3260245341251	2.828084392330202			intertidal
GNM6464	MC2s1	MC2	coral	HKCCD8206	29.0	LuoLab	Luo Danli	29.0	98.30063093331248	2.604620705179364			
BE10	MC2s1	MC2	coral	S162	22.0		Xie Mei	22.0	98.39021391395691	2.883950314117912			
GNM6342	MC2s1	MC2	coral	HKCCD9111	30.0	LuoLab	Luo Danli	30.0	98.27015861233738	3.4426095319950067			
GNM6455	MC2s1	MC2	coral	HKCCD9150	29.0	LuoLab	Luo Danli	29.0	98.27015861233738	3.4426095319950067			
GNM013034145	MC2s1		brown algae	HKCCA5460	28.0	LuoLab	Chu Xiao	28.0	98.27015861233738	2.883950314117912			submerged
BB5	MC2s1	MC2	coral	127	28.0		Xie Mei	28.0	98.07208852599916	3.023615118587186			
BI7	MC2s1	MC2	coral	M2-12	31.0		Xie Mei	31.0	98.36538461538464	3.731250127898173			
GNM3888	MC2s1	MC2	coral	HKCCD6168	26.0	LuoLab	Luo Danli	26.0	98.33999101457202	2.558065770356273			
GNM013034425	MC2s1		brown algae	HKCCA4692	29.0	LuoLab	Chu Xiao	29.0	98.36538461538464	2.502199848568564			submerged
CF11	MC2s1	MC2	coral	CF11	37.0		Luo Danli	37.0	98.36538461538464	2.558065770356273			
BA9	MC2s1	MC2	coral	M3-146	32.0		Xie Mei	32.0	98.33999101457202	3.209834857879551			
GNM6307	MC2s1	MC2	coral	HKCCD8755	33.0	LuoLab	Luo Danli	33.0	98.39585693635972	3.209834857879551			
GNM013033185	MC2s1		brown algae	HKCCA0238	28.0	LuoLab	Chu Xiao	28.0	98.39585693635972	2.651175640002456			submerged
FM4	MC310		oyster	oyster11	84.0		Xie Mei	84.0	98.39585693635972	3.3200148702942			subtidal
FM9	MC310		oyster	oyster37	41.0		Xie Mei	41.0	98.39585693635972	4.008789162420447			subtidal
GNM6458	MC2s1	MC2	coral	HKCCD9162	18.0	LuoLab	Luo Danli	18.0	98.29555221315	2.2694251744531075			
GNM6434	MC2s1	MC2	coral	HKCCD9204	26.0	LuoLab	Luo Danli	26.0	98.2645155899346	2.883950314117912			
GNM3878	MC144	MC144	coral	HKCCD7052	49.0	LuoLab	Luo Danli	49.0	98.39585693635972	3.279667260114188			
GNM001458295	MC135	MC135	coral	Ruegeria denitrificans CECT 5091	42.0	Others	-	42.0	97.7927589170606	3.211625432295823			
BI11	MC132	MC132	coral	M3-97	78.0		Xie Mei	78.0	98.29555221315	4.531995006855342			
GNM3531	MC67	MC67	coral	HKCCD6218	40.0	LuoLab	Luo Danli	40.0	96.60560807907176	3.2126997769455867			
GNM4632	MC67	MC67	coral	HKCCD6128	41.0	LuoLab	Luo Danli	41.0	96.32627847013325	3.2126997769455867			
BB7	MC114	MC114	coral	M4-28	57.0		Xie Mei	57.0	96.36119467125054	2.312654756788835			
GNM013034165	MC67		brown algae	HKCCA5280	35.0	LuoLab	Chu Xiao	35.0	96.45995764012524	3.095238095238096			submerged
GNM526588003495	MC225		bare flat	SZCCYKF126	50.0		Huang Yanyan	50.0	97.04787995989112	4.049614259111466			intertidal
GNM526588003188	MC225		Spartina	CRTD039	51.0		Song Zenglei	51.0	97.04787995989112	3.604017025804735			intertidal
GNM526588003189	MC225		Spartina	TATE009	62.0		Song Zenglei	62.0	96.76855035095258	3.1092045756850224			intertidal
GNM526588002921	MC225		bare flat	SZCCDBA001	76.0		Lin Xingqin	76.0	95.79089671966766	2.696195796754456			intertidal
GNM526588000987	MC220		mangrove	HKCCE2826	13.0		Zhou Zhichao	13.0	97.53416741545232	4.990893650111528			intertidal
GNM526588000233	MC220		mangrove	HKCCE2090	20.0		Zhou Zhichao	20.0	97.53416741545232	4.806464485235434			intertidal
GNM526588000997	MC220		mangrove	HKCCE2979	19.0		Zhou Zhichao	19.0	97.53416741545232	4.899574354881618			intertidal
GNM526588000974	MC220		mangrove	HKCCE2647	20.0		Zhou Zhichao	20.0	97.53416741545232	4.899574354881618			intertidal
GNM526588001036	MC220		mangrove	HKCCE2583	20.0		Zhou Zhichao	20.0	97.62727728509851	4.899574354881618			intertidal
GNM020524465	MC220		offshore	DP7Y7-4  	20.0	Others	-	20.0	97.62727728509851	4.424714019686086			submerged
GNM020171505	MC220		offshore	DP1N0-1  	21.0	Others	-	21.0	97.53416741545232	4.424714019686086			submerged
GNM526588000973	MC220		mangrove	HKCCE2638	21.0		Zhou Zhichao	21.0	97.62727728509851	4.229183293429103			intertidal
GNM526588000982	MC220		mangrove	HKCCE2735	21.0		Zhou Zhichao	21.0	97.53416741545232	4.704043628624634			intertidal
GNM526588000204	MC220		mangrove	HKCCE1860	28.0		Zhou Zhichao	28.0	97.53416741545232	4.983373237563181			intertidal
GNM526588000995	MC220		mangrove	HKCCE2935	24.0		Zhou Zhichao	24.0	97.53416741545232	4.704043628624634			intertidal
GNM526588000978	MC220		mangrove	HKCCE2697	22.0		Zhou Zhichao	22.0	97.53416741545232	4.843708433093907			intertidal
GNM526588000208	MC220		mangrove	HKCCE1951	29.0		Zhou Zhichao	29.0	97.62727728509851	4.820430965682363			intertidal
GNM526588001010	MC220		mangrove	HKCCE3198	22.0		Zhou Zhichao	22.0	97.62727728509851	4.820430965682363			intertidal
GNM526588001082	MC220		mangrove	HKCCE3950	27.0		Zhou Zhichao	27.0	97.62727728509851	4.890263367916999			intertidal
GNM526588001051	MC220		mangrove	HKCCE4031	26.0		Zhou Zhichao	26.0	97.62727728509851	4.750598563447725			intertidal
GNM526588001128	MC220		mangrove	HKCCE4030	27.0		Zhou Zhichao	27.0	97.62727728509851	4.983373237563181			intertidal
GNM526588001052	MC220		mangrove	HKCCE4046	22.0		Zhou Zhichao	22.0	97.62727728509851	4.890263367916999			intertidal
GNM526588000226	MC220		mangrove	HKCCE2065	29.0		Zhou Zhichao	29.0	97.62727728509851	5.029928172386272			intertidal
GNM526588000229	MC220		mangrove	HKCCE2072	29.0		Zhou Zhichao	29.0	97.62727728509851	4.890263367916999			intertidal
GNM526588000213	MC220		mangrove	HKCCE1988	39.0		Zhou Zhichao	39.0	97.62727728509851	4.750598563447725			intertidal
GNM526588000246	MC220		mangrove	HKCCE2009	32.0		Zhou Zhichao	32.0	97.62727728509851	4.750598563447725			intertidal
GNM526588000218	MC220		mangrove	HKCCE2004	33.0		Zhou Zhichao	33.0	97.62727728509851	4.750598563447725			intertidal
GNM526588000984	MC220		mangrove	HKCCE2746	33.0		Zhou Zhichao	33.0	97.53416741545232	4.890263367916999			intertidal
GNM526588001035	MC220		mangrove	HKCCE3668	27.0		Zhou Zhichao	27.0	97.62727728509851	5.239425379090183			intertidal
GNM526588000977	MC220		mangrove	HKCCE2694	23.0		Zhou Zhichao	23.0	97.62727728509851	4.750598563447725			intertidal
GNM526588000205	MC220		mangrove	HKCCE1910	32.0		Zhou Zhichao	32.0	97.62727728509851	4.173317371641394			intertidal
GNM526588000843	MC220		mangrove	HKCCE1731	29.0		Zhou Zhichao	29.0	97.62727728509851	5.239425379090183			intertidal
GNM526588001775	MC220		bare flat	HKCCSP410	34.0		Ren Minglei	34.0	97.62727728509851	4.438680500133014			intertidal
GNM526588001041	MC220		mangrove	HKCCE3753	25.0		Zhou Zhichao	25.0	97.53416741545232	4.229183293429103			intertidal
GNM526588001003	MC220		mangrove	HKCCE3125	29.0		Zhou Zhichao	29.0	97.1617279368676	4.797153498270816			intertidal
GNM526588001000	MC220		mangrove	HKCCE3115	31.0		Zhou Zhichao	31.0	96.74696579026188	4.9368183027400905			intertidal
GNM526588000998	MC220		mangrove	HKCCE3079	31.0		Zhou Zhichao	31.0	97.44105754580616	4.9368183027400905			intertidal
GNM526588001119	MC220		mangrove	HKCCE3851	33.0		Zhou Zhichao	33.0	96.74696579026188	5.216147911678638			intertidal
GNM526588001120	MC220		mangrove	HKCCE4065	32.0		Zhou Zhichao	32.0	96.74696579026188	4.9368183027400905			intertidal
GNM526588001021	MC220		mangrove	HKCCE3291	50.0		Zhou Zhichao	50.0	97.53416741545232	4.7612396914072885			intertidal
GNM526588001072	MC220		mangrove	HKCCE3949	46.0		Zhou Zhichao	46.0	97.81349702439088	5.020617185421656			intertidal
GNM526588001093	MC220		mangrove	HKCCE3953	46.0		Zhou Zhichao	46.0	97.53416741545232	4.461957967544559			intertidal
GNM526588000975	MC220		mangrove	HKCCE2651	37.0		Zhou Zhichao	37.0	97.53416741545232	4.461957967544559			intertidal
GNM526588000985	MC220		mangrove	HKCCE2757	35.0		Zhou Zhichao	35.0	96.97550819757524	6.049481245011972			intertidal
GNM526588000991	MC220		mangrove	HKCCE2865	34.0		Zhou Zhichao	34.0	96.88239832792904	3.9265762170790106			intertidal
GNM526588000212	MC220		mangrove	HKCCE1983	39.0		Zhou Zhichao	39.0	96.88239832792904	3.9265762170790106			intertidal
GNM526588000222	MC220		mangrove	HKCCE2081	41.0		Zhou Zhichao	41.0	97.46433501321768	4.694732641660016			intertidal
GNM526588000203	MC220		mangrove	HKCCE1808	38.0		Zhou Zhichao	38.0	97.46433501321768	4.694732641660016			intertidal
GNM526588001057	MC220		mangrove	HKCCE4110	41.0		Zhou Zhichao	41.0	97.39450261098304	4.694732641660016			intertidal
GNM526588001034	MC220		mangrove	HKCCE3667	46.0		Zhou Zhichao	46.0	97.39450261098304	4.741287576483107			intertidal
GNM526588001042	MC220		mangrove	HKCCE3754	41.0		Zhou Zhichao	41.0	97.46612558763395	4.83439744612929			intertidal
GNM001507545	MC111	MC111	coral	Ruegeria profundi ZGT108	33.0	Others	-	33.0	97.68314320688624	5.192870444267092			
GNM926926003721	MC234		marine ranching	YTSA135	45.0		Huang Yanyan	45.0	98.10213762029406	4.842156601933138			submerged
GNM526588001423	MC239		brown algae	HKCCA5740	59.0		Chu Xiao	59.0	96.03364435068346	6.08173018787544			submerged
GNM526588002493	MC233		brown algae	HKCCC1011	32.0		Chu Xiao	32.0	96.7823052180594	3.131134849011944			submerged
CK1	MC91	MC91	coral	F2M-19	30.0		Xie Mei	30.0	97.38032451719604	2.3629784244309384			
AA6	MC98	MC98	coral	M3-122	82.0		Xie Mei	82.0	98.36538461538464	5.114375072475632			
GNM6392	MC83	MC83	coral	HKCCD9103	272.0	LuoLab	Luo Danli	272.0	97.46521169705528	6.870127079624288			
GNM4684	MC16	MC16	coral	HKCCD7218	25.0	LuoLab	Luo Danli	25.0	96.67057337448398	2.511749578788685			
GNM6369	MC16	MC16	coral	HKCCD8719	41.0	LuoLab	Luo Danli	41.0	96.94778685002149	2.815908486299548			
GNM013035855	MC16		brown algae	HKCCA4830	32.0	LuoLab	Chu Xiao	32.0	96.94778685002149	2.2013833466347434			submerged
GNM013035605	MC16		brown algae	HKCCA5690	18.0	LuoLab	Chu Xiao	18.0	97.02396765245926	2.6923262956782508			submerged
GNM013035715	MC16		brown algae	HKCCA5588	42.0	LuoLab	Chu Xiao	42.0	96.90546418200049	2.092755165380864			submerged
GNM3875	MC16	MC16	coral	HKCCD7206-1	36.0	LuoLab	Luo Danli	36.0	96.90546418200049	2.092755165380864			
GNM3874	MC16	MC16	coral	HKCCD7206-2	41.0	LuoLab	Luo Danli	41.0	96.90546418200049	2.372084774319411			
GNM526588001287	MC16		mangrove	HKCCE4169	25.0		Zhou Zhichao	25.0	96.90546418200049	2.9866099139842155			intertidal
GNM4301	MC16	MC16	coral	HKCCD7225	28.0	LuoLab	Luo Danli	28.0	96.97318045083408	3.011439212556531			
GNM013032965	MC16		brown algae	HKCCA0712	52.0	LuoLab	Chu Xiao	52.0	96.97318045083408	2.2013833466347434			submerged
GNM013035745	MC16		brown algae	HKCCA5471	40.0	LuoLab	Chu Xiao	40.0	97.21018739175165	3.3264609381927817			submerged
GNM013035705	MC16		brown algae	HKCCA5471-2	36.0	LuoLab	Chu Xiao	36.0	97.21018739175165	3.3264609381927817			submerged
GNM6349	MC16	MC16	coral	HKCCD9147	46.0	LuoLab	Luo Danli	46.0	97.05020770663228	2.488472111377139			
GNM6373	MC137	MC137	coral	HKCCD8795	38.0	LuoLab	Luo Danli	38.0	97.0036527718092	3.359049392568945			
